freqs re_pol_w im_pol_w
14.959839357429718 0.39797353162770943 -2.043679875794752
15.060240963855422 0.41716946202541805 -1.9976414232657516
15.160642570281125 0.36211675339029037 -1.9998123948319866
15.261044176706829 0.3224710511784631 -1.926085180620101
15.36144578313253 0.32540451745438614 -1.8741312015682317
15.461847389558233 0.3089057302833387 -1.8454939332804843
15.562248995983936 0.2813566766768232 -1.8004373017626079
15.66265060240964 0.26876888461044757 -1.755353994175364
15.76305220883534 0.25438808565423476 -1.711348879409646
15.863453815261044 0.24519169732132085 -1.6681183112512878
15.963855421686745 0.23833999088078361 -1.628067744600263
16.06425702811245 0.23257483355924258 -1.5906262550186745
16.164658634538153 0.2274522638341785 -1.5553053439313291
16.265060240963855 0.2227714043887553 -1.5217936315775322
16.365461847389557 0.21843826959847412 -1.4898696207195712
16.46586345381526 0.2143941559308018 -1.459350150941095
16.566265060240966 0.21058308336076248 -1.4300936682287984
16.666666666666664 0.20696643173892165 -1.402001688613571
16.76706827309237 0.2035308909382592 -1.3749885047453667
16.867469879518072 0.20026283337314627 -1.3489647586432323
16.967871485943775 0.19713551655412653 -1.3238572993095403
17.06827309236948 0.19413090727006238 -1.2996176585638488
17.16867469879518 0.19124905022620192 -1.2761977939996054
17.269076305220885 0.18848504527570314 -1.2535394979899823
17.369477911646587 0.18581990368411638 -1.2315959475199159
17.46987951807229 0.1832426303503012 -1.2103392256076007
17.570281124497992 0.18075767119761366 -1.1897375691853285
17.670682730923694 0.17836270461671144 -1.1697478792681968
17.771084337349397 0.17604206981932063 -1.1503372939534642
17.8714859437751 0.17378848510594497 -1.1314887768052777
17.9718875502008 0.17160830591409648 -1.1131791986042276
18.072289156626507 0.16949994935525797 -1.0953743528220015
18.17269076305221 0.16744962826490534 -1.0780501411722578
18.27309236947791 0.16545252554223083 -1.061196093073637
18.373493975903614 0.1635159040861765 -1.0447941780724843
18.473895582329316 0.16163819638652582 -1.0288160715326697
18.574297188755022 0.15980688520493477 -1.0132437589253058
18.67469879518072 0.15801901163132498 -0.9980710281852321
18.775100401606426 0.15628223864049887 -0.9832830468670906
18.87550200803213 0.1545946881296686 -0.9688557040003963
18.97590361445783 0.15294482957135236 -0.9547754930661422
19.076305220883537 0.15133120991110438 -0.9410390725672271
19.176706827309236 0.14976159109547454 -0.9276336848471538
19.27710843373494 0.148233631544136 -0.9145384236124263
19.377510040160644 0.1467366473902418 -0.9017432746665278
19.477911646586346 0.14527045690228663 -0.8892468614646242
19.57831325301205 0.14384272104216267 -0.8770377961337467
19.67871485943775 0.1424505687257869 -0.8650977289027226
19.779116465863453 0.14108409393368987 -0.8534194366027099
19.879518072289155 0.1397442126242722 -0.8420028811437476
19.979919678714857 0.13843834112930414 -0.8308375851590374
20.080321285140563 0.13716306125277164 -0.8199073204168505
20.180722891566266 0.13590921374609383 -0.8092071434798433
20.281124497991968 0.13467867264487035 -0.7987379022387201
20.38152610441767 0.13347850089447458 -0.7884897247723062
20.481927710843372 0.13230474481754273 -0.7784482024055159
20.582329317269078 0.13114898128796187 -0.7686102815486158
20.682730923694777 0.13001392295042485 -0.7589773587199073
20.783132530120483 0.1289061943467587 -0.7495399641563854
20.883534136546185 0.12782133670415408 -0.7402852930183927
20.983935742971887 0.12675166310885025 -0.7312118727464918
21.084337349397593 0.1257006178649922 -0.7223213911094387
21.184738955823292 0.12467431962798448 -0.7136046470285761
21.285140562248998 0.12366784747146678 -0.7050502812284133
21.385542168674696 0.12267425574750573 -0.6966581494842956
21.485943775100402 0.1216976216252525 -0.688430031367461
21.586345381526105 0.12074350427668665 -0.6803569103378716
21.686746987951807 0.11980657218218724 -0.6724287532987657
21.78714859437751 0.11888062736636365 -0.6646465317571727
21.88755020080321 0.1179702866815942 -0.6570119611586661
21.987951807228914 0.1170805078511655 -0.6495161609803397
22.08835341365462 0.11620560626764534 -0.6421503314108586
22.188755020080322 0.11534013705096907 -0.634916376571289
22.289156626506024 0.1144891676978615 -0.6278158256191212
22.389558232931726 0.11365702268708744 -0.6208399116385864
22.48995983935743 0.11283772584182555 -0.6139809931942066
22.590361445783135 0.11202658827118936 -0.6072417462129688
22.690763052208833 0.11122904240917 -0.6006234183580376
22.79116465863454 0.1104487568626904 -0.594117353198109
22.89156626506024 0.10967952793835803 -0.5877170047788793
22.991967871485944 0.10891742207303393 -0.581425677402996
23.09236947791165 0.10816815387077269 -0.5752442640985199
23.19277108433735 0.10743472187718797 -0.569164230041256
23.293172690763054 0.1067107602807068 -0.5631800696245051
23.393574297188753 0.10599308595927293 -0.5572955860518551
23.49397590361446 0.10528761573954645 -0.551511263029492
23.59437751004016 0.10459667178123078 -0.5458187088824957
23.694779116465863 0.10391379190343375 -0.5402134079192578
23.795180722891565 0.10323653389872323 -0.5346995443388607
23.895582329317268 0.10257093974685885 -0.529277153552323
23.99598393574297 0.1019186562769484 -0.5239380160222078
24.096385542168676 0.10127319017854727 -0.5186785580317315
24.196787148594378 0.10063282576986865 -0.5135032367779027
24.29718875502008 0.1000036561663625 -0.5084116139770997
24.397590361445783 0.09938666086115819 -0.5033956763025712
24.497991967871485 0.09877537938693695 -0.4984527449788913
24.59839357429719 0.09816880326091765 -0.4935874509617987
24.69879518072289 0.09757300601685698 -0.48879886872749756
24.799196787148595 0.09698831432223104 -0.48407922840872275
24.899598393574294 0.09640836257992824 -0.4794266989242256
25.0 0.09583282528609371 -0.474845993723118
