freqs re_pol_w im_pol_w
0.0 0.0 3.336655286851754
0.1004016064257028 -0.0015444162989613833 3.3371164012486507
0.2008032128514056 -0.003094414981726676 3.3384952985418503
0.30120481927710846 -0.004645084768686053 3.3407891910327407
0.4016064257028112 -0.006191627032464814 3.34400740449205
0.5020080321285141 -0.007739757461314778 3.3481607190227347
0.6024096385542169 -0.009294949606374114 3.353251025881469
0.7028112449799196 -0.010852092460534701 3.3592822008326926
0.8032128514056224 -0.012406421933132294 3.366270463180692
0.9036144578313252 -0.013963818433988306 3.374233389386481
1.0040160642570282 -0.015529656104427025 3.3831796843246944
1.104417670682731 -0.01709852000367018 3.393120518849639
1.2048192771084338 -0.018665603155467725 3.4040798846551437
1.3052208835341366 -0.020236980251318704 3.4160831419005966
1.4056224899598393 -0.021817910524165818 3.429146837957319
1.5060240963855422 -0.02340254309267309 3.4432906760200153
1.6064257028112447 -0.024985940308064225 3.4585479432458763
1.706827309236948 -0.02657438651303201 3.4749534393700463
1.8072289156626504 -0.028172970804970054 3.4925333044199594
1.9076305220883536 -0.029775229788221447 3.511317814977464
2.0080321285140563 -0.03137597916537427 3.531351950720248
2.108433734939759 -0.03298169375965654 3.5526825390737757
2.208835341365462 -0.034597172504576834 3.5753480874357426
2.3092369477911645 -0.036215089190310135 3.5993926406952292
2.4096385542168677 -0.037829836895720614 3.624876543873136
2.5100401606425704 -0.039447990381871634 3.651862630879552
2.610441767068273 -0.0410738279346432 3.680406101229022
2.710843373493976 -0.04269878253363801 3.7105697228441983
2.8112449799196786 -0.044316528267665856 3.7424348513841377
2.9116465863453818 -0.04593350709564592 3.77608649492916
3.0120481927710845 -0.0475530478668682 3.8116033392966213
3.1124497991967868 -0.049164731899465686 3.8490746561062497
3.2128514056224895 -0.050760976896979004 3.8886116643593125
3.313253012048193 -0.05234757357443742 3.930331330628871
3.413654618473896 -0.053926095923497286 3.9743467507126136
3.5140562248995986 -0.05548321377470611 4.020786249983303
3.614457831325301 -0.057009055869402525 4.069805246870469
3.7148594377510036 -0.05850765017103576 4.1215687318313
3.815261044176707 -0.05997724960145345 4.176242401622657
3.91566265060241 -0.06139963132819526 4.23401467576779
4.016064257028113 -0.06276053754635003 4.295109411266824
4.116465863453815 -0.06405982624035156 4.359767225019412
4.216867469879518 -0.06528921423366141 4.428238163823888
4.317269076305221 -0.06642157140791882 4.500807855141235
4.417670682730924 -0.06743371201869897 4.577811905455688
4.518072289156627 -0.06831588070725525 4.6596168168758725
4.618473895582329 -0.06904615550341431 4.746615873888173
4.718875502008032 -0.06957957968567063 4.839261814246381
4.819277108433735 -0.06987338142074995 4.93808504841885
4.919678714859438 -0.06989493939228364 5.043676572769911
5.020080321285141 -0.06959140021447707 5.156691140195518
5.120481927710843 -0.06887781420952654 5.277892016362059
5.220883534136546 -0.0676639621994588 5.408179082304159
5.321285140562249 -0.06585833131121177 5.548581356032219
5.421686746987952 -0.06332913911433025 5.700278964657846
5.522088353413655 -0.059887666160563846 5.864675860690505
5.622489959839357 -0.05531155576382618 6.043457724027081
5.72289156626506 -0.049335244500188224 6.238621192884658
5.8232931726907635 -0.0415876453385553 6.452554847876557
5.923694779116466 -0.03155061036692519 6.688197865855191
6.024096385542169 -0.018547622378676465 6.9492094813288015
6.124497991967871 -0.0016670902823014977 7.240156186530715
6.2248995983935735 0.0204131692145344 7.566840643764495
6.325301204819277 0.049643008716258485 7.93684366347747
6.425702811244979 0.08891707555767159 8.360281921086496
6.526104417670683 0.14274017628644708 8.850952718131731
6.626506024096386 0.21856808947150386 9.428316647487813
6.7269076305220885 0.329473295431725 10.120992588059483
6.827309236947792 0.5001843743555145 10.97298915303533
6.927710843373494 0.7829038880626022 12.05529567751126
7.028112449799197 1.3052946358605855 13.485698019988671
7.128514056224899 2.440843572420366 15.42394657381755
7.228915662650602 5.247432713386437 17.54435649845922
7.329317269076305 10.135547657807894 17.223654513536513
7.429718875502007 11.254636632004285 13.934067503367967
7.530120481927711 12.81715653877615 13.893585067147015
7.630522088353414 15.508154196171027 10.961891481675664
7.730923694779117 13.764669746020285 8.31324944017998
7.83132530120482 12.46455844361835 7.491344713592181
7.931726907630522 12.332036414060187 10.68717973694661
8.032128514056225 18.472004776005534 9.530121916028907
8.132530120481928 17.765935497117383 3.64242923174101
8.23293172690763 14.603711605366545 2.48057115343548
8.333333333333332 12.915533758990174 3.313427036885506
8.433734939759036 13.342102021176256 6.9806190023621655
8.53413654618474 20.740546590778 9.543914569805985
8.634538152610443 27.93802030615475 -4.396856920015908
8.734939759036145 16.271132331338208 -10.092136167576513
8.835341365461847 11.240515666077117 -6.984273180418064
8.93574297188755 10.875934536527733 -4.547556160447936
9.036144578313253 10.801139042590652 -3.335692955859363
9.136546184738956 11.98764996479903 -3.0181614086112516
9.236947791164658 14.09422459849505 -4.923642671196524
9.33734939759036 11.650536690484342 -9.305599094792845
9.437751004016064 7.609004154690004 -8.085049153597557
9.538152610441768 7.257435736786151 -6.907611771469554
9.63855421686747 5.669570950766817 -6.121438974497268
9.738955823293173 6.122791978951962 -4.371972800460446
9.839357429718875 6.447047647176399 -4.347123220213766
9.939759036144578 7.8241481817772645 -4.051999653264694
10.040160642570282 7.978627161983994 -5.974650052967021
10.140562248995984 6.1147806426831055 -7.383252557248458
10.240963855421686 4.57417458781231 -6.1634092273574295
10.341365461847388 4.7493447747708215 -6.015026875367027
10.441767068273093 3.440258535314292 -5.624665891759597
10.542168674698797 3.476427797259047 -4.210238618771509
10.642570281124499 4.251953629958877 -4.25723671111861
10.742971887550201 4.295946871899455 -3.816528730585206
10.843373493975903 5.361566700782445 -4.754181512221568
10.943775100401606 4.3488928179430815 -6.034108029250667
11.04417670682731 2.7919590703501695 -5.609709428889992
11.144578313253012 2.6321222938636177 -4.537868402915165
11.244979919678714 3.011720271695296 -4.751492582273138
11.345381526104417 2.1729766009564044 -4.536585955490064
11.44578313253012 2.2448704188449056 -3.648328172533798
11.546184738955825 2.843714624380813 -3.734833824506968
11.646586345381527 2.8688602748438914 -3.5875311839317736
11.74698795180723 3.423499292971914 -4.4240009774514135
11.847389558232932 2.2083018672176404 -4.972101936447368
11.947791164658634 1.5012774520662835 -4.316183293635525
12.048192771084338 1.5089731518280391 -3.620563684518002
12.14859437751004 1.9786678323510827 -3.6126083931913824
12.248995983935743 1.5308702838067716 -3.7249095847138234
12.349397590361445 1.5234563450126712 -3.198464587586174
12.449799196787147 1.9229561339298704 -3.2859925859122416
12.550200803212853 1.937466911857598 -3.432754493050624
12.650602409638553 1.7039376011600333 -3.801289265574031
12.751004016064257 1.1497908113845723 -3.72544596745347
12.851405622489958 0.9064131343049099 -3.307465860560566
12.951807228915662 1.006592887533873 -2.9097008253610883
13.052208835341366 1.2966857482269996 -2.993064849332048
13.152610441767068 1.0550625570486685 -2.973591034555159
13.253012048192772 1.2357848305616068 -2.826344575164055
13.353413654618473 1.1585699475550604 -3.079212274661553
13.453815261044177 0.9095841543895031 -2.990534500615581
13.55421686746988 0.8176201861078826 -2.9380569118558992
13.654618473895583 0.6477205269101207 -2.754299396604758
13.755020080321284 0.6821189632336521 -2.505320236720643
13.855421686746988 0.877895309341888 -2.514469530716325
13.95582329317269 0.7982700302919384 -2.5455183852323806
14.056224899598394 0.7458589383072732 -2.629794263358096
14.156626506024098 0.5659019086560862 -2.520623408685677
14.257028112449799 0.5690403463417981 -2.3975289227295935
14.357429718875503 0.5051692237672596 -2.348477634040231
14.457831325301203 0.513534590139889 -2.205029812057887
14.558232931726907 0.6075893587790341 -2.23167032873826
14.65863453815261 0.5050434346241222 -2.2725075688666445
14.759036144578314 0.4083830858630674 -2.1797958323627324
14.859437751004014 0.4081955178729879 -2.081132291863245
