#
# * * * EOM of the density matrix * * * 
#
## k-point grid: 24 - 24 
# structure gauge : wannier 
# include drho/dk in the dynamics: false 
# include A_w in the dynamics: false 
# use dipoles : true 
# use damping : true 
# use UdU for dipoles : false 
# calculate polarization : true
# calculate current      : true
# print dm               : true
#
#
#time[fs] j_intra_x  j_intra_y  j_inter_x  j_inter_y
0.01, -0.062391787021027136,  -1.7467701667822016e-17,  0.0,  0.0 
0.02, -0.062391787021027136,  -2.4388525535521154e-17,  0.0,  0.0 
0.03, -0.062391787021027136,  -2.4731856223474896e-17,  0.0,  0.0 
0.04, -0.062391787021027136,  -2.3984961393540438e-17,  0.0,  0.0 
0.05, -0.062391787021027136,  -2.4689692805656016e-17,  0.0,  0.0 
0.06, -0.062391787021027136,  -2.42861286636753e-17,  0.0,  0.0 
0.06999999999999999, -0.062391787021027136,  -2.5828105086765795e-17,  0.0,  0.0 
0.08, -0.062391787021027136,  -2.6129272356900657e-17,  0.0,  0.0 
0.09, -0.062391787021027136,  -2.656295322589486e-17,  0.0,  0.0 
0.1, -0.06239178702102713,  -2.651476646267328e-17,  0.0,  0.0 
0.10999999999999999, 0.294289399866978,  -9.929484896346411e-18,  0.0,  0.0 
0.12, 0.2867992946358191,  -2.1358782797964437e-17,  0.0,  0.0 
0.13, 0.2725619281368224,  -1.2215344476670017e-17,  0.0,  0.0 
0.13999999999999999, 0.2519130358948236,  6.222115800986256e-18,  0.0,  0.0 
0.15, 0.22532815751747856,  -4.2958499412036765e-17,  0.0,  0.0 
0.16, 0.19341028451619816,  2.904457153180613e-17,  0.0,  0.0 
0.17, 0.15687439091169025,  -3.820005654390594e-17,  0.0,  0.0 
0.18, 0.1165292986157357,  6.344992047201279e-17,  0.0,  0.0 
0.19, 0.07325740211258822,  -2.0250487243868143e-17,  0.0,  0.0 
0.2, 0.027992832357429425,  -4.640385298237959e-17,  0.0,  0.0 
0.21, -0.018301323554046508,  1.175034221158179e-16,  0.0,  0.0 
0.21999999999999997, -0.06465611345902506,  4.018776052679603e-17,  0.0,  0.0 
0.22999999999999998, -0.11011949147977092,  -3.992273332907735e-17,  0.0,  0.0 
0.24, -0.15377816171601466,  -2.0262533934673538e-17,  0.0,  0.0 
0.25, -0.1947779272470344,  -4.347650711666873e-17,  0.0,  0.0 
0.26, -0.23234203496280012,  6.778672916195481e-17,  0.0,  0.0 
0.27, -0.26578707864968665,  1.927470528863119e-19,  0.0,  0.0 
0.27999999999999997, -0.29453610628269233,  -6.635317295611287e-17,  0.0,  0.0 
0.29, -0.3181286695462317,  -9.179578393710605e-18,  0.0,  0.0 
0.3, -0.33622765092272,  2.771943554321273e-17,  0.0,  0.0 
0.31, -0.34862280286200215,  2.9315622074927503e-17,  0.0,  0.0 
0.32, -0.3552310312186095,  -1.6317242695906842e-17,  0.0,  0.0 
0.33, -0.3560935481176694,  -3.972998627619104e-17,  0.0,  0.0 
0.34, -0.3513701047543598,  -1.5961865317147705e-17,  0.0,  0.0 
0.35000000000000003, -0.34133058978708536,  2.1394922870380622e-17,  0.0,  0.0 
0.36, -0.32634434184610267,  -1.59739120079531e-17,  0.0,  0.0 
0.37, -0.3068675736594979,  4.884933121587467e-18,  0.0,  0.0 
0.38, -0.2834293393682003,  8.4326835637761455e-19,  0.0,  0.0 
0.39, -0.25661649530877917,  -1.1203422449016879e-17,  0.0,  0.0 
0.4, -0.22705810800678755,  1.6552153166612033e-17,  0.0,  0.0 
0.41, -0.195409752008619,  -3.4031901525239445e-18,  0.0,  0.0 
0.42, -0.1623381156476854,  3.577867169202165e-18,  0.0,  0.0 
0.43, -0.12850629648418233,  3.0116727013486235e-18,  0.0,  0.0 
0.43999999999999995, -0.09456012192133972,  6.758193541826311e-18,  0.0,  0.0 
0.45, -0.061115776590054814,  -1.719062777929794e-17,  0.0,  0.0 
0.45999999999999996, -0.02874895887642355,  9.191625084515998e-18,  0.0,  0.0 
0.47000000000000003, 0.0020142731258344236,  6.182361721328454e-17,  0.0,  0.0 
0.48, 0.030704868527774987,  -4.7945829405470086e-17,  0.0,  0.0 
0.48999999999999994, 0.056916326494762054,  9.926473223645063e-18,  0.0,  0.0 
0.5, 0.08030843504146273,  7.685788733841687e-18,  0.0,  0.0 
0.51, 0.1006092770937418,  2.8430190300731006e-17,  0.0,  0.0 
0.52, 0.11761561938961856,  -4.903003157795559e-18,  0.0,  0.0 
0.53, 0.13119183591579717,  3.2538111865370525e-17,  0.0,  0.0 
0.54, 0.14126754490703927,  -2.941801894677335e-17,  0.0,  0.0 
0.5499999999999999, 0.147834156705774,  5.276450572762788e-18,  0.0,  0.0 
0.5599999999999999, 0.15094053910821587,  -1.450421572969497e-17,  0.0,  0.0 
0.57, 0.15068800768730473,  -1.2914052543382898e-17,  0.0,  0.0 
0.58, 0.1472248417722309,  -2.0419140915143668e-17,  0.0,  0.0 
0.59, 0.14074051332877693,  3.458604930228759e-17,  0.0,  0.0 
0.6, 0.13145979717062622,  3.550762114890027e-17,  0.0,  0.0 
0.61, 0.11963690811436406,  3.708573764440695e-17,  0.0,  0.0 
0.62, 0.10554978530475155,  1.354048046526341e-17,  0.0,  0.0 
0.63, 0.0894946174074185,  1.9286751979436584e-17,  0.0,  0.0 
0.64, 0.07178067604591025,  -2.686412049602972e-18,  0.0,  0.0 
0.6499999999999999, 0.05272549997161792,  7.54725178957965e-18,  0.0,  0.0 
0.66, 0.03265045004356692,  1.0619157944955246e-17,  0.0,  0.0 
0.6699999999999999, 0.011876635991264116,  -2.99721667238215e-17,  0.0,  0.0 
